venda_id,data,vendedor_id,regiao,categoria,produto,quantidade,preco_unitario,desconto_pct,receita,custo,lucro
1138,2022-02-14,19,Nordeste,Smartphones,iPhone 13,1,2035.59,0.08,1872.74,1406.0,466.74
1139,2022-02-14,20,Nordeste,Smartphones,Xiaomi 12,2,1716.13,0.11,3054.71,2812.0,242.71
1140,2022-02-14,21,Nordeste,Acessórios,Hub USB,4,88.66,0.05,336.91,216.0,120.91
1141,2022-02-14,22,Nordeste,Monitores,"Dell 27""",3,1218.68,0.11,3253.88,2244.0,1009.88
1142,2022-02-15,1,Sul,Monitores,"LG 24""",1,1104.77,0.03,1071.63,748.0,323.63
1143,2022-02-15,1,Sul,Periféricos,Mouse Logitech,6,183.58,0.16,925.24,756.0,169.24
1144,2022-02-15,3,Sul,Monitores,"Samsung 32""",1,1037.36,0.06,975.12,748.0,227.12
1145,2022-02-15,4,Sul,Notebooks,Lenovo IdeaPad,1,2610.1,0.04,2505.7,2016.0,489.7
1146,2022-02-15,4,Sul,Smartphones,Xiaomi 12,2,1809.67,0.03,3510.76,2812.0,698.76
1147,2022-02-15,5,Sudeste,Notebooks,Dell Inspiron,2,2533.16,0.09,4610.35,4032.0,578.35
1148,2022-02-15,5,Sudeste,Notebooks,Lenovo IdeaPad,1,2595.47,0.1,2335.92,2016.0,319.92
1149,2022-02-15,6,Sudeste,Smartphones,Samsung A54,1,1741.47,0.02,1706.64,1406.0,300.64
1150,2022-02-15,7,Sudeste,Monitores,"Dell 27""",1,1151.59,0.05,1094.01,748.0,346.01
1151,2022-02-15,7,Sudeste,Smartphones,Samsung A54,3,1753.12,0.06,4943.8,4218.0,725.8
1152,2022-02-15,10,Sudeste,Monitores,"Dell 27""",1,1128.85,0.03,1094.98,748.0,346.98
1153,2022-02-15,11,Centro-Oeste,Notebooks,Lenovo IdeaPad,1,3021.07,0.07,2809.6,2016.0,793.6
1154,2022-02-15,11,Centro-Oeste,Monitores,"LG 24""",1,1257.73,0.04,1207.42,748.0,459.42
1155,2022-02-15,12,Centro-Oeste,Acessórios,Suporte Notebook,15,96.71,0.05,1378.12,810.0,568.12
1156,2022-02-15,12,Centro-Oeste,Notebooks,Lenovo IdeaPad,2,3104.32,0.09,5649.86,4032.0,1617.86
1157,2022-02-15,12,Centro-Oeste,Periféricos,Teclado Redragon,2,180.34,0.2,288.54,252.0,36.54
1158,2022-02-15,14,Centro-Oeste,Acessórios,Suporte Notebook,2,96.86,0.11,172.41,108.0,64.41
1159,2022-02-15,19,Nordeste,Acessórios,Carregador 65W,14,93.46,0.07,1216.85,756.0,460.85
1160,2022-02-15,19,Nordeste,Periféricos,Mouse Logitech,6,202.26,0.22,946.58,756.0,190.58
1161,2022-02-15,21,Nordeste,Acessórios,Cabo USB-C,3,89.92,0.11,240.09,162.0,78.09
1162,2022-02-15,21,Nordeste,Notebooks,Lenovo IdeaPad,1,2796.37,0.12,2460.81,2016.0,444.81
1163,2022-02-15,21,Nordeste,Periféricos,Mouse Logitech,6,178.37,0.18,877.58,756.0,121.58
1164,2022-02-15,22,Nordeste,Acessórios,Cabo USB-C,16,86.24,0.09,1255.65,864.0,391.65
1165,2022-02-16,1,Sul,Monitores,"Samsung 32""",2,1197.98,0.08,2204.28,1496.0,708.28
1166,2022-02-16,2,Sul,Monitores,"AOC 24""",2,1261.57,0.1,2270.83,1496.0,774.83
1167,2022-02-16,4,Sul,Notebooks,HP Pavilion,1,2862.54,0.05,2719.41,2016.0,703.41
1168,2022-02-16,6,Sudeste,Notebooks,Asus VivoBook,2,2994.68,0.04,5749.79,4032.0,1717.79
1169,2022-02-16,6,Sudeste,Monitores,"Samsung 32""",1,1032.0,0.03,1001.04,748.0,253.04
1170,2022-02-16,7,Sudeste,Monitores,"AOC 24""",2,1208.0,0.05,2295.2,1496.0,799.2
1171,2022-02-16,7,Sudeste,Acessórios,Hub USB,11,92.36,0.1,914.36,594.0,320.36
1172,2022-02-16,8,Sudeste,Monitores,"LG 24""",2,1251.96,0.02,2453.84,1496.0,957.84
1173,2022-02-16,9,Sudeste,Notebooks,Asus VivoBook,2,2835.08,0.08,5216.55,4032.0,1184.55
1174,2022-02-16,9,Sudeste,Acessórios,Cabo USB-C,10,81.74,0.1,735.66,540.0,195.66
1175,2022-02-16,10,Sudeste,Periféricos,Webcam Logitech,7,181.38,0.16,1066.51,882.0,184.51
1176,2022-02-16,10,Sudeste,Acessórios,Cabo USB-C,18,93.8,0.09,1536.44,972.0,564.44
1177,2022-02-16,11,Centro-Oeste,Monitores,"AOC 24""",3,1120.88,0.05,3194.51,2244.0,950.51
1178,2022-02-16,11,Centro-Oeste,Notebooks,Asus VivoBook,2,2704.37,0.12,4759.69,4032.0,727.69
1179,2022-02-16,12,Centro-Oeste,Smartphones,iPhone 13,3,1862.23,0.03,5419.09,4218.0,1201.09
1180,2022-02-16,14,Centro-Oeste,Smartphones,Samsung A54,2,2073.47,0.08,3815.18,2812.0,1003.18
1181,2022-02-16,14,Centro-Oeste,Notebooks,Asus VivoBook,2,2761.6,0.08,5081.34,4032.0,1049.34
1182,2022-02-16,16,Norte,Periféricos,Teclado Redragon,2,191.16,0.19,309.68,252.0,57.68
1183,2022-02-16,17,Norte,Notebooks,HP Pavilion,2,2638.85,0.13,4591.6,4032.0,559.6
1184,2022-02-16,19,Nordeste,Acessórios,Hub USB,19,87.0,0.1,1487.7,1026.0,461.7
1185,2022-02-16,19,Nordeste,Notebooks,HP Pavilion,2,2784.42,0.09,5067.64,4032.0,1035.64
1186,2022-02-16,20,Nordeste,Acessórios,Cabo USB-C,11,96.54,0.06,998.22,594.0,404.22
1187,2022-02-16,21,Nordeste,Smartphones,Xiaomi 12,2,2002.04,0.08,3683.75,2812.0,871.75
1188,2022-02-16,22,Nordeste,Notebooks,Lenovo IdeaPad,2,2721.15,0.03,5279.03,4032.0,1247.03
1189,2022-02-17,1,Sul,Acessórios,Carregador 65W,19,95.05,0.03,1751.77,1026.0,725.77
1190,2022-02-17,1,Sul,Notebooks,HP Pavilion,2,2711.36,0.1,4880.45,4032.0,848.45
1191,2022-02-17,1,Sul,Acessórios,Carregador 65W,10,88.81,0.03,861.46,540.0,321.46
1192,2022-02-17,2,Sul,Smartphones,Motorola Edge,1,2025.14,0.07,1883.38,1406.0,477.38
1193,2022-02-17,3,Sul,Smartphones,Motorola Edge,1,2028.99,0.1,1826.09,1406.0,420.09
1194,2022-02-17,4,Sul,Monitores,"Dell 27""",3,1148.63,0.05,3273.6,2244.0,1029.6
1195,2022-02-17,4,Sul,Acessórios,Suporte Notebook,20,102.09,0.1,1837.62,1080.0,757.62
1196,2022-02-17,5,Sudeste,Acessórios,Cabo USB-C,15,92.75,0.07,1293.86,810.0,483.86
1197,2022-02-17,5,Sudeste,Periféricos,Teclado Redragon,7,168.77,0.16,992.37,882.0,110.37
1198,2022-02-17,5,Sudeste,Acessórios,Suporte Notebook,7,100.35,0.03,681.38,378.0,303.38
1199,2022-02-17,6,Sudeste,Smartphones,iPhone 13,3,2016.87,0.06,5687.57,4218.0,1469.57
1200,2022-02-17,6,Sudeste,Monitores,"Dell 27""",1,1101.61,0.03,1068.56,748.0,320.56
1201,2022-02-17,6,Sudeste,Periféricos,Mouse Logitech,8,173.05,0.16,1162.9,1008.0,154.9
1202,2022-02-17,7,Sudeste,Acessórios,Hub USB,7,95.56,0.02,655.54,378.0,277.54
1203,2022-02-17,11,Centro-Oeste,Monitores,"Dell 27""",3,1167.18,0.03,3396.49,2244.0,1152.49
1204,2022-02-17,11,Centro-Oeste,Acessórios,Cabo USB-C,11,82.24,0.04,868.45,594.0,274.45
1205,2022-02-17,12,Centro-Oeste,Notebooks,Asus VivoBook,2,3147.74,0.04,6043.66,4032.0,2011.66
1206,2022-02-17,13,Centro-Oeste,Periféricos,Teclado Redragon,9,167.04,0.16,1262.82,1134.0,128.82
1207,2022-02-17,13,Centro-Oeste,Monitores,"Samsung 32""",1,1126.52,0.04,1081.46,748.0,333.46
1208,2022-02-17,14,Centro-Oeste,Smartphones,iPhone 13,3,2105.36,0.09,5747.63,4218.0,1529.63
1209,2022-02-17,15,Norte,Acessórios,Carregador 65W,7,84.25,0.07,548.47,378.0,170.47
1210,2022-02-17,16,Norte,Acessórios,Hub USB,2,86.72,0.14,149.16,108.0,41.16
1211,2022-02-17,16,Norte,Acessórios,Suporte Notebook,11,96.74,0.06,1000.29,594.0,406.29
1212,2022-02-17,16,Norte,Monitores,"AOC 24""",2,1120.58,0.08,2061.87,1496.0,565.87
1213,2022-02-17,17,Norte,Periféricos,Headset HyperX,5,183.38,0.23,706.01,630.0,76.01
1214,2022-02-17,19,Nordeste,Monitores,"LG 24""",3,1221.41,0.03,3554.3,2244.0,1310.3
1215,2022-02-17,19,Nordeste,Periféricos,Headset HyperX,6,186.87,0.19,908.19,756.0,152.19
1216,2022-02-17,19,Nordeste,Notebooks,Lenovo IdeaPad,1,3120.35,0.09,2839.52,2016.0,823.52
1217,2022-02-17,20,Nordeste,Acessórios,Suporte Notebook,10,87.77,0.06,825.04,540.0,285.04
1218,2022-02-17,20,Nordeste,Periféricos,Teclado Redragon,7,203.22,0.2,1138.03,882.0,256.03
1219,2022-02-17,21,Nordeste,Smartphones,Samsung A54,2,2101.02,0.1,3781.84,2812.0,969.84
1220,2022-02-17,21,Nordeste,Acessórios,Suporte Notebook,6,97.14,0.04,559.53,324.0,235.53
1221,2022-02-17,22,Nordeste,Monitores,"LG 24""",3,1086.76,0.12,2869.05,2244.0,625.05
1222,2022-02-17,22,Nordeste,Monitores,"Samsung 32""",1,1114.65,0.03,1081.21,748.0,333.21
1223,2022-02-18,1,Sul,Periféricos,Webcam Logitech,1,197.6,0.14,169.94,126.0,43.94
1224,2022-02-18,1,Sul,Acessórios,Carregador 65W,19,95.14,0.07,1681.12,1026.0,655.12
1225,2022-02-18,4,Sul,Periféricos,Webcam Logitech,8,197.67,0.17,1312.53,1008.0,304.53
1226,2022-02-18,5,Sudeste,Periféricos,Headset HyperX,5,169.81,0.17,704.71,630.0,74.71
1227,2022-02-18,6,Sudeste,Acessórios,Suporte Notebook,19,85.09,0.08,1487.37,1026.0,461.37
1228,2022-02-18,7,Sudeste,Notebooks,Lenovo IdeaPad,1,3154.79,0.09,2870.86,2016.0,854.86
1229,2022-02-18,9,Sudeste,Notebooks,Asus VivoBook,1,2952.6,0.06,2775.44,2016.0,759.44
1230,2022-02-18,9,Sudeste,Notebooks,HP Pavilion,1,2639.09,0.03,2559.92,2016.0,543.92
1231,2022-02-18,10,Sudeste,Acessórios,Hub USB,4,99.61,0.09,362.58,216.0,146.58
1232,2022-02-18,13,Centro-Oeste,Smartphones,iPhone 13,1,2064.56,0.09,1878.75,1406.0,472.75
1233,2022-02-18,13,Centro-Oeste,Acessórios,Carregador 65W,7,94.5,0.07,615.19,378.0,237.19
1234,2022-02-18,19,Nordeste,Periféricos,Headset HyperX,2,188.23,0.22,293.64,252.0,41.64
1235,2022-02-18,19,Nordeste,Notebooks,Asus VivoBook,2,2613.24,0.08,4808.36,4032.0,776.36
1236,2022-02-18,20,Nordeste,Acessórios,Hub USB,3,97.56,0.07,272.19,162.0,110.19
1237,2022-02-19,1,Sul,Periféricos,Webcam Logitech,1,202.87,0.12,178.53,126.0,52.53
1238,2022-02-19,3,Sul,Smartphones,Motorola Edge,3,2028.85,0.04,5843.09,4218.0,1625.09
1239,2022-02-19,5,Sudeste,Periféricos,Webcam Logitech,3,203.86,0.19,495.38,378.0,117.38
1240,2022-02-19,7,Sudeste,Acessórios,Carregador 65W,2,86.86,0.07,161.56,108.0,53.56
1241,2022-02-19,7,Sudeste,Periféricos,Webcam Logitech,6,201.23,0.16,1014.2,756.0,258.2
1242,2022-02-19,8,Sudeste,Smartphones,iPhone 13,3,2001.14,0.06,5643.21,4218.0,1425.21
1243,2022-02-19,8,Sudeste,Smartphones,Motorola Edge,3,2134.02,0.07,5953.92,4218.0,1735.92
1244,2022-02-19,9,Sudeste,Periféricos,Webcam Logitech,1,164.39,0.14,141.38,126.0,15.38
1245,2022-02-19,9,Sudeste,Periféricos,Teclado Redragon,3,163.61,0.16,412.3,378.0,34.3
1246,2022-02-19,9,Sudeste,Acessórios,Hub USB,2,83.61,0.09,152.17,108.0,44.17
1247,2022-02-19,11,Centro-Oeste,Monitores,"AOC 24""",3,1115.88,0.04,3213.73,2244.0,969.73
1248,2022-02-19,11,Centro-Oeste,Periféricos,Mouse Logitech,5,177.73,0.18,728.69,630.0,98.69
1249,2022-02-19,11,Centro-Oeste,Periféricos,Teclado Redragon,10,195.75,0.19,1585.58,1260.0,325.58
1250,2022-02-19,12,Centro-Oeste,Monitores,"Dell 27""",3,1150.48,0.03,3347.9,2244.0,1103.9
1251,2022-02-19,12,Centro-Oeste,Monitores,"Dell 27""",1,1104.52,0.04,1060.34,748.0,312.34
1252,2022-02-19,13,Centro-Oeste,Notebooks,HP Pavilion,2,2538.17,0.04,4873.29,4032.0,841.29
1253,2022-02-19,15,Norte,Notebooks,HP Pavilion,2,2627.64,0.06,4939.96,4032.0,907.96
1254,2022-02-19,15,Norte,Acessórios,Hub USB,20,95.14,0.09,1731.55,1080.0,651.55
1255,2022-02-19,16,Norte,Smartphones,Samsung A54,2,2021.68,0.12,3558.16,2812.0,746.16
1256,2022-02-19,17,Norte,Monitores,"Dell 27""",3,1048.13,0.05,2987.17,2244.0,743.17
1257,2022-02-19,17,Norte,Smartphones,iPhone 13,3,2089.12,0.06,5891.32,4218.0,1673.32
1258,2022-02-19,18,Norte,Acessórios,Cabo USB-C,8,89.97,0.07,669.38,432.0,237.38
1259,2022-02-19,18,Norte,Acessórios,Cabo USB-C,6,81.46,0.08,449.66,324.0,125.66
1260,2022-02-19,19,Nordeste,Acessórios,Suporte Notebook,4,95.56,0.05,363.13,216.0,147.13
1261,2022-02-19,21,Nordeste,Smartphones,Xiaomi 12,2,1880.55,0.04,3610.66,2812.0,798.66
1262,2022-02-19,21,Nordeste,Monitores,"Dell 27""",2,1124.65,0.09,2046.86,1496.0,550.86
1263,2022-02-19,22,Nordeste,Monitores,"AOC 24""",2,1014.81,0.09,1846.95,1496.0,350.95
1264,2022-02-20,1,Sul,Acessórios,Hub USB,11,83.09,0.1,822.59,594.0,228.59
1265,2022-02-20,1,Sul,Acessórios,Carregador 65W,16,95.57,0.04,1467.96,864.0,603.96
1266,2022-02-20,2,Sul,Monitores,"LG 24""",1,1069.94,0.08,984.34,748.0,236.34
1267,2022-02-20,3,Sul,Acessórios,Suporte Notebook,10,84.34,0.04,809.66,540.0,269.66
1268,2022-02-20,3,Sul,Periféricos,Webcam Logitech,9,175.3,0.12,1388.38,1134.0,254.38
1269,2022-02-20,3,Sul,Notebooks,Dell Inspiron,2,2879.39,0.1,5182.9,4032.0,1150.9
1270,2022-02-20,4,Sul,Acessórios,Suporte Notebook,17,89.0,0.03,1467.61,918.0,549.61
1271,2022-02-20,6,Sudeste,Acessórios,Carregador 65W,2,98.69,0.08,181.59,108.0,73.59
1272,2022-02-20,6,Sudeste,Notebooks,Asus VivoBook,2,3133.73,0.06,5891.41,4032.0,1859.41
1273,2022-02-20,7,Sudeste,Acessórios,Hub USB,11,95.04,0.06,982.71,594.0,388.71
1274,2022-02-20,7,Sudeste,Periféricos,Teclado Redragon,2,170.33,0.16,286.15,252.0,34.15
1275,2022-02-20,12,Centro-Oeste,Acessórios,Hub USB,16,100.55,0.12,1415.74,864.0,551.74
1276,2022-02-20,14,Centro-Oeste,Monitores,"Samsung 32""",2,1179.93,0.09,2147.47,1496.0,651.47
1277,2022-02-20,18,Norte,Periféricos,Mouse Logitech,4,171.42,0.2,548.54,504.0,44.54
1278,2022-02-20,19,Nordeste,Monitores,"Dell 27""",1,1013.68,0.1,912.31,748.0,164.31
1279,2022-02-20,20,Nordeste,Notebooks,Dell Inspiron,2,2636.27,0.05,5008.91,4032.0,976.91
1280,2022-02-20,21,Nordeste,Acessórios,Cabo USB-C,8,100.35,0.12,706.46,432.0,274.46
1281,2022-02-20,21,Nordeste,Periféricos,Headset HyperX,1,187.62,0.21,148.22,126.0,22.22
1282,2022-02-20,21,Nordeste,Smartphones,Samsung A54,2,1758.77,0.09,3200.96,2812.0,388.96
1283,2022-02-20,22,Nordeste,Monitores,"Samsung 32""",2,1000.18,0.09,1820.33,1496.0,324.33
1284,2022-02-20,22,Nordeste,Monitores,"AOC 24""",3,1053.77,0.03,3066.47,2244.0,822.47
1285,2022-02-20,22,Nordeste,Notebooks,Asus VivoBook,1,2923.48,0.11,2601.9,2016.0,585.9
1286,2022-02-21,1,Sul,Acessórios,Hub USB,15,83.63,0.07,1166.64,810.0,356.64
1287,2022-02-21,2,Sul,Notebooks,Lenovo IdeaPad,2,2721.61,0.05,5171.06,4032.0,1139.06
1288,2022-02-21,3,Sul,Periféricos,Teclado Redragon,10,188.44,0.17,1564.05,1260.0,304.05
1289,2022-02-21,4,Sul,Acessórios,Carregador 65W,14,100.87,0.08,1299.21,756.0,543.21
1290,2022-02-21,4,Sul,Smartphones,Motorola Edge,3,2089.88,0.04,6018.85,4218.0,1800.85
1291,2022-02-21,5,Sudeste,Notebooks,Asus VivoBook,1,2610.37,0.05,2479.85,2016.0,463.85
1292,2022-02-21,6,Sudeste,Notebooks,Asus VivoBook,2,3180.14,0.09,5787.85,4032.0,1755.85
1293,2022-02-21,6,Sudeste,Periféricos,Teclado Redragon,6,187.06,0.12,987.68,756.0,231.68
1294,2022-02-21,7,Sudeste,Smartphones,Xiaomi 12,1,1792.99,0.1,1613.69,1406.0,207.69
1295,2022-02-21,7,Sudeste,Notebooks,HP Pavilion,1,2821.43,0.05,2680.36,2016.0,664.36
1296,2022-02-21,7,Sudeste,Monitores,"Dell 27""",2,1123.75,0.07,2090.17,1496.0,594.17
1297,2022-02-21,8,Sudeste,Monitores,"Samsung 32""",3,1236.49,0.1,3338.52,2244.0,1094.52
1298,2022-02-21,9,Sudeste,Notebooks,Asus VivoBook,1,3079.29,0.03,2986.91,2016.0,970.91
1299,2022-02-21,10,Sudeste,Monitores,"LG 24""",3,1216.49,0.02,3576.48,2244.0,1332.48
1300,2022-02-21,12,Centro-Oeste,Periféricos,Headset HyperX,8,169.07,0.19,1095.57,1008.0,87.57
1301,2022-02-21,13,Centro-Oeste,Acessórios,Cabo USB-C,11,84.47,0.08,854.84,594.0,260.84
1302,2022-02-21,14,Centro-Oeste,Notebooks,Lenovo IdeaPad,1,2827.38,0.09,2572.92,2016.0,556.92
1303,2022-02-21,16,Norte,Smartphones,iPhone 13,2,1949.89,0.06,3665.79,2812.0,853.79
1304,2022-02-21,18,Norte,Smartphones,Xiaomi 12,2,1782.02,0.13,3100.71,2812.0,288.71
1305,2022-02-21,19,Nordeste,Periféricos,Webcam Logitech,8,180.6,0.21,1141.39,1008.0,133.39
1306,2022-02-21,19,Nordeste,Monitores,"Samsung 32""",1,1249.53,0.1,1124.58,748.0,376.58
1307,2022-02-21,20,Nordeste,Monitores,"LG 24""",2,1013.31,0.08,1864.49,1496.0,368.49
1308,2022-02-21,21,Nordeste,Periféricos,Webcam Logitech,3,164.77,0.15,420.16,378.0,42.16
1309,2022-02-21,21,Nordeste,Monitores,"LG 24""",2,1258.88,0.11,2240.81,1496.0,744.81
1310,2022-02-21,21,Nordeste,Acessórios,Hub USB,10,100.93,0.11,898.28,540.0,358.28
1311,2022-02-21,22,Nordeste,Smartphones,iPhone 13,3,1713.75,0.07,4781.36,4218.0,563.36
1312,2022-02-21,22,Nordeste,Monitores,"Dell 27""",3,1182.58,0.1,3192.97,2244.0,948.97
1313,2022-02-22,1,Sul,Monitores,"AOC 24""",1,1181.8,0.08,1087.26,748.0,339.26
1314,2022-02-22,2,Sul,Notebooks,Dell Inspiron,1,2896.2,0.08,2664.5,2016.0,648.5
1315,2022-02-22,2,Sul,Monitores,"Samsung 32""",3,1048.78,0.1,2831.71,2244.0,587.71
1316,2022-02-22,3,Sul,Smartphones,Xiaomi 12,3,1721.13,0.1,4647.05,4218.0,429.05
1317,2022-02-22,5,Sudeste,Smartphones,Motorola Edge,3,2178.8,0.03,6340.31,4218.0,2122.31
1318,2022-02-22,5,Sudeste,Notebooks,HP Pavilion,2,2701.83,0.1,4863.29,4032.0,831.29
1319,2022-02-22,5,Sudeste,Notebooks,Dell Inspiron,2,3049.59,0.03,5916.2,4032.0,1884.2
1320,2022-02-22,6,Sudeste,Notebooks,Asus VivoBook,1,2757.29,0.05,2619.43,2016.0,603.43
1321,2022-02-22,7,Sudeste,Smartphones,Xiaomi 12,3,2049.32,0.1,5533.16,4218.0,1315.16
1322,2022-02-22,9,Sudeste,Monitores,"Dell 27""",2,1216.28,0.07,2262.28,1496.0,766.28
1323,2022-02-22,11,Centro-Oeste,Acessórios,Cabo USB-C,5,83.08,0.09,378.01,270.0,108.01
1324,2022-02-22,11,Centro-Oeste,Acessórios,Carregador 65W,17,91.04,0.08,1423.87,918.0,505.87
1325,2022-02-22,12,Centro-Oeste,Monitores,"AOC 24""",2,1229.8,0.12,2164.45,1496.0,668.45
1326,2022-02-22,13,Centro-Oeste,Acessórios,Hub USB,6,97.46,0.09,532.13,324.0,208.13
1327,2022-02-22,16,Norte,Periféricos,Mouse Logitech,8,193.25,0.25,1159.5,1008.0,151.5
1328,2022-02-22,19,Nordeste,Notebooks,Asus VivoBook,2,2597.24,0.08,4778.92,4032.0,746.92
1329,2022-02-22,19,Nordeste,Notebooks,Lenovo IdeaPad,2,2602.42,0.07,4840.5,4032.0,808.5
1330,2022-02-22,21,Nordeste,Periféricos,Teclado Redragon,1,197.27,0.21,155.84,126.0,29.84
1331,2022-02-22,22,Nordeste,Smartphones,iPhone 13,1,1812.4,0.1,1631.16,1406.0,225.16
1332,2022-02-22,22,Nordeste,Notebooks,HP Pavilion,2,2567.3,0.03,4980.56,4032.0,948.56
1333,2022-02-22,22,Nordeste,Acessórios,Suporte Notebook,13,93.73,0.08,1121.01,702.0,419.01
1334,2022-02-23,1,Sul,Monitores,"Dell 27""",3,1199.54,0.1,3238.76,2244.0,994.76
1335,2022-02-23,3,Sul,Acessórios,Carregador 65W,3,100.49,0.07,280.37,162.0,118.37
1336,2022-02-23,4,Sul,Monitores,"AOC 24""",2,1096.49,0.08,2017.54,1496.0,521.54
1337,2022-02-23,4,Sul,Monitores,"LG 24""",3,1253.47,0.09,3421.97,2244.0,1177.97
1338,2022-02-23,5,Sudeste,Notebooks,Lenovo IdeaPad,1,3015.05,0.06,2834.15,2016.0,818.15
1339,2022-02-23,6,Sudeste,Notebooks,Lenovo IdeaPad,1,3188.62,0.1,2869.76,2016.0,853.76
1340,2022-02-23,6,Sudeste,Monitores,"Dell 27""",1,1196.4,0.1,1076.76,748.0,328.76
1341,2022-02-23,8,Sudeste,Periféricos,Mouse Logitech,4,174.37,0.15,592.86,504.0,88.86
1342,2022-02-23,8,Sudeste,Monitores,"AOC 24""",3,1013.28,0.1,2735.86,2244.0,491.86
1343,2022-02-23,9,Sudeste,Monitores,"LG 24""",2,1125.16,0.02,2205.31,1496.0,709.31
1344,2022-02-23,11,Centro-Oeste,Monitores,"Samsung 32""",1,1095.05,0.04,1051.25,748.0,303.25
1345,2022-02-23,12,Centro-Oeste,Monitores,"Dell 27""",2,1068.47,0.05,2030.09,1496.0,534.09
1346,2022-02-23,12,Centro-Oeste,Notebooks,Lenovo IdeaPad,1,2734.76,0.09,2488.63,2016.0,472.63
1347,2022-02-23,12,Centro-Oeste,Notebooks,HP Pavilion,2,2647.02,0.03,5135.22,4032.0,1103.22
1348,2022-02-23,18,Norte,Notebooks,Dell Inspiron,1,2661.79,0.14,2289.14,2016.0,273.14
1349,2022-02-23,19,Nordeste,Monitores,"AOC 24""",1,1251.07,0.07,1163.5,748.0,415.5
1350,2022-02-23,21,Nordeste,Notebooks,Asus VivoBook,1,2540.23,0.06,2387.82,2016.0,371.82
1351,2022-02-23,21,Nordeste,Smartphones,Samsung A54,3,1827.0,0.11,4878.09,4218.0,660.09
1352,2022-02-23,22,Nordeste,Smartphones,Motorola Edge,1,1921.84,0.11,1710.44,1406.0,304.44
1353,2022-02-23,22,Nordeste,Periféricos,Headset HyperX,4,186.32,0.17,618.58,504.0,114.58
1354,2022-02-24,1,Sul,Acessórios,Hub USB,20,81.94,0.09,1491.31,1080.0,411.31
1355,2022-02-24,1,Sul,Smartphones,Xiaomi 12,2,1710.26,0.09,3112.67,2812.0,300.67
1356,2022-02-24,2,Sul,Acessórios,Suporte Notebook,19,99.95,0.05,1804.1,1026.0,778.1
1357,2022-02-24,3,Sul,Smartphones,Samsung A54,3,1786.67,0.1,4824.01,4218.0,606.01
1358,2022-02-24,3,Sul,Notebooks,HP Pavilion,1,2582.8,0.03,2505.32,2016.0,489.32
1359,2022-02-24,4,Sul,Smartphones,Motorola Edge,2,1810.15,0.1,3258.27,2812.0,446.27
1360,2022-02-24,4,Sul,Smartphones,iPhone 13,2,2175.33,0.09,3959.1,2812.0,1147.1
1361,2022-02-24,5,Sudeste,Smartphones,iPhone 13,1,1810.05,0.07,1683.35,1406.0,277.35
1362,2022-02-24,6,Sudeste,Periféricos,Mouse Logitech,1,189.4,0.12,166.67,126.0,40.67
1363,2022-02-24,6,Sudeste,Periféricos,Webcam Logitech,7,187.01,0.19,1060.35,882.0,178.35
1364,2022-02-24,6,Sudeste,Monitores,"LG 24""",3,1206.51,0.03,3510.94,2244.0,1266.94
1365,2022-02-24,8,Sudeste,Acessórios,Cabo USB-C,20,88.94,0.08,1636.5,1080.0,556.5
1366,2022-02-24,8,Sudeste,Smartphones,Motorola Edge,1,1794.16,0.02,1758.28,1406.0,352.28
1367,2022-02-24,9,Sudeste,Periféricos,Webcam Logitech,5,162.42,0.12,714.65,630.0,84.65
1368,2022-02-24,10,Sudeste,Smartphones,Xiaomi 12,3,1752.73,0.06,4942.7,4218.0,724.7
1369,2022-02-24,12,Centro-Oeste,Smartphones,Samsung A54,1,1843.36,0.12,1622.16,1406.0,216.16
1370,2022-02-24,12,Centro-Oeste,Notebooks,Lenovo IdeaPad,1,3208.98,0.09,2920.17,2016.0,904.17
1371,2022-02-24,12,Centro-Oeste,Smartphones,Motorola Edge,3,1790.98,0.06,5050.56,4218.0,832.56
1372,2022-02-24,13,Centro-Oeste,Monitores,"Dell 27""",3,1007.97,0.05,2872.71,2244.0,628.71
1373,2022-02-24,19,Nordeste,Periféricos,Mouse Logitech,9,206.64,0.19,1506.41,1134.0,372.41
1374,2022-02-24,19,Nordeste,Acessórios,Cabo USB-C,11,102.1,0.03,1089.41,594.0,495.41
1375,2022-02-24,21,Nordeste,Smartphones,Samsung A54,2,2033.08,0.1,3659.54,2812.0,847.54
1376,2022-02-24,21,Nordeste,Smartphones,Samsung A54,1,2129.81,0.06,2002.02,1406.0,596.02
1377,2022-02-24,21,Nordeste,Smartphones,Motorola Edge,1,1962.89,0.08,1805.86,1406.0,399.86
1378,2022-02-24,22,Nordeste,Smartphones,Samsung A54,3,2128.05,0.03,6192.63,4218.0,1974.63
1379,2022-02-25,1,Sul,Acessórios,Cabo USB-C,6,101.63,0.05,579.29,324.0,255.29
1380,2022-02-25,4,Sul,Notebooks,Asus VivoBook,2,2822.36,0.02,5531.83,4032.0,1499.83
1381,2022-02-25,5,Sudeste,Periféricos,Mouse Logitech,1,183.31,0.17,152.15,126.0,26.15
1382,2022-02-25,5,Sudeste,Smartphones,Xiaomi 12,1,2158.19,0.09,1963.95,1406.0,557.95
1383,2022-02-25,5,Sudeste,Acessórios,Cabo USB-C,2,82.92,0.02,162.52,108.0,54.52
1384,2022-02-25,6,Sudeste,Notebooks,Lenovo IdeaPad,1,2563.4,0.09,2332.69,2016.0,316.69
